ABE,9507710
ABI,5511745
ABQ,74096780
ABY,2786950
ACK,455135
ACT,5908735
ACV,8104210
ACY,2079185
ADK,204510
ADQ,1333325
AEX,5202975
AGS,5541820
AKN,779945
ALB,36811800
AMA,16531225
ANC,41637835
APF,2079185
ATL,869524390
ATW,4795960
AUS,83600480
AVL,8938290
AVP,5206985
AZO,8906210
BDL,74678230
BET,2283695
BFL,8100200
BGM,2089210
BGR,10586400
BHM,43320030
BIL,10776875
BIS,4864130
BMI,5054605
BNA,118495500
BOI,33653925
BOS,256652030
BPT,2502240
BQK,2586450
BQN,1583950
BRO,3761380
BRW,1335330
BTM,2680685
BTR,20296615
BTV,18008910
BUF,54293395
BUR,58395625
BWI,214111945
BZN,10588405
CAE,22556250
CAK,20266540
CDC,2007005
CDV,1455630
CEC,2007005
CHA,10231515
CHO,4288695
CHS,29932645
CIC,2129310
CID,14774845
CKB,2005
CLD,4186440
CLE,178835975
CLL,6604470
CLT,229592550
CMH,76081730
CMI,7623010
COD,1928810
COS,28960220
CPR,7101710
CRP,18995370
CRW,10025000
CSG,3534815
CVG,418333225
CWA,364910
CYS,2005
DAB,7460605
DAL,84753355
DAY,28813855
DBQ,2823040
DCA,210396680
DEN,366612245
DFW,616894390
DHN,3895715
DLG,475185
DLH,2235575
DRO,1098740
DSM,21563775
DTW,273121100
EGE,3093715
EKO,3971905
ELP,44015765
ERI,2153370
EUG,11388400
EVV,11743285
EWR,312048175
EYW,1942845
FAI,10616475
FAR,7743310
FAT,27522635
FAY,2875170
FCA,7077650
FLL,141029695
FLO,1936830
FNT,15089630
FSD,9541795
FSM,4220525
FWA,12583380
GEG,27590805
GFK,1650115
GGG,2197480
GJT,7965865
GNV,4493205
GPT,11679125
GRB,14037005
GRK,11300180
GRR,32156190
GSO,37116560
GSP,26788805
GST,176440
GTF,8581400
GTR,2660635
GUC,467165
HDN,1870665
HKY,1215030
HLN,4882175
HNL,76017570
HOU,113396785
HPN,13196910
HRL,11789400
HSV,23903610
HTS,2694720
HVN,2053120
IAD,245295710
IAH,425086065
ICT,22227430
IDA,6325775
ILM,8100200
IND,86563870
IPL,1463650
ISO,1393475
ISP,25066510
ITO,5565880
IYK,2089210
JAC,7161860
JAN,22887075
JAX,61198615
JFK,204415765
JNU,9000445
KOA,13776355
KTN,4964380
LAN,8433030
LAS,335905670
LAW,4563380
LAX,462882320
LBB,19121685
LCH,2572415
LEX,19813410
LFT,7893685
LGA,255697650
LGB,22508130
LIH,15087625
LIT,38139110
LNK,4098220
LRD,5902720
LSE,3175920
LWB,356890
LWS,1341345
LYH,2055125
MAF,16268570
MBS,5894700
MCI,112135640
MCN,1954875
MCO,238075705
MDT,15213940
MDW,187166750
MEI,2592465
MEM,97825955
MFE,7364365
MFR,10466100
MGM,7101710
MHT,49734025
MIA,131814715
MKE,43147600
MLB,7053590
MLI,9864600
MLU,4172405
MOB,9124755
MOD,2833065
MOT,2221540
MQT,2039085
MRY,14486125
MSN,20009900
MSO,9060595
MSP,275472965
MSY,81200495
MTJ,5469640
MYR,14438005
OAK,141113905
OGD,2005
OGG,29337160
OKC,41389215
OMA,45934550
OME,2195475
ONT,72085765
ORD,677104540
ORF,44202230
OTZ,2183445
OXR,3450605
PBI,56992125
PDX,110784270
PFN,5786430
PHF,13543775
PHL,253490145
PHX,349842425
PIA,9341295
PIE,936335
PIH,4056115
PIT,105240445
PNS,21858510
PSC,7103715
PSE,394985
PSG,1455630
PSP,22197355
PVD,62722415
PVU,2005
PWM,19079580
RAP,7879650
RDD,3665140
RDM,6522265
RDU,125665380
RIC,38738605
RNO,56637240
ROA,6097205
ROC,37601770
RST,5038565
RSW,52747540
SAN,178595375
SAT,79075195
SAV,28304585
SBA,25168765
SBN,7825515
SBP,11272110
SCC,663655
SCE,2167405
SDF,48952075
SEA,213704930
SFO,258590865
SGF,17022450
SGU,5906730
SHV,16797890
SIT,2560385
SJC,121707510
SJT,4443080
SJU,51474365
SLC,321830570
SMF,101487085
SMX,4270650
SNA,97021950
SPI,601500
SPS,5385430
SRQ,14734745
STL,132283885
STT,6652590
STX,960395
SUN,6203470
SWF,6041065
SYR,29092550
TLH,10722740
TOL,10686650
TPA,159437600
TRI,7476645
TUL,44112005
TUP,1221045
TUS,39300005
TVC,5874650
TWF,4545335
TXK,2786950
TYR,6337805
TYS,27917620
VCT,1038590
VIS,912275
VLD,2562390
VPS,13206935
WRG,1455630
WYS,531325
XNA,28625385
YAK,1455630
YUM,2448105
