ABE,10407128
ABI,5707070
ABQ,74751584
ABY,2746214
ACK,471410
ACT,4930748
ACV,7349984
ACY,1534590
ADK,208624
ADQ,1207612
AEX,5634854
AGS,4677992
AKN,730184
ALB,29440056
AMA,17040970
ANC,40071856
APF,1596776
ASE,7488398
ATL,818389826
ATW,8722088
AUS,89451552
AVL,6180486
AVP,5197546
AZO,9658890
BDL,65957280
BET,2296870
BFL,11498392
BGM,1319948
BGR,8631818
BHM,38436966
BIL,9412152
BIS,4742184
BLI,820454
BMI,9097210
BNA,121471324
BOI,34330684
BOS,262886300
BPT,736202
BQK,2006000
BQN,2515524
BRO,4641884
BRW,1368092
BTM,1598782
BTR,23107114
BTV,13779214
BUF,55044640
BUR,64396612
BWI,215813504
BZN,9638830
CAE,22788160
CAK,19071042
CDC,720154
CDV,1456356
CEC,2024054
CHA,9436224
CHO,3945802
CHS,24733980
CIC,2557650
CID,17706962
CKB,2006
CLD,5723118
CLE,173360526
CLL,3516518
CLT,235614730
CMH,72039472
CMI,6601746
COD,2663968
COS,34194276
CPR,6449290
CRP,18485290
CRW,8254690
CSG,2678010
CVG,254120080
CWA,2463368
DAB,7135342
DAL,99714248
DAY,27042886
DBQ,2828460
DCA,189885954
DEN,466346856
DFW,604132978
DHN,3502476
DLG,435302
DLH,2036090
DRO,8300828
DSM,26938574
DTW,257423962
EGE,6036054
EKO,3458344
ELP,45062784
ERI,1789352
EUG,12657860
EVV,8044060
EWR,317531746
EYW,1999982
FAI,9889580
FAR,9805328
FAT,29897424
FAY,3105288
FCA,5291828
FLG,3468374
FLL,135599582
FLO,1464380
FNT,14056042
FSD,12413128
FSM,3608794
FWA,10196498
GEG,28262534
GFK,1640908
GGG,2196570
GJT,9490386
GNV,3723136
GPT,13951730
GRB,15470272
GRK,10435212
GRR,32619566
GSO,28210378
GSP,22451152
GST,170510
GTF,7016988
GTR,1681028
GUC,2497470
HDN,5017006
HKY,84252
HLN,3291846
HNL,122564594
HOU,110851560
HPN,14007898
HRL,11743124
HSV,15384014
HTS,1285846
HVN,6018
IAD,192596060
IAH,449466366
ICT,25620632
IDA,5520512
ILG,621860
ILM,6854502
IND,75455690
IPL,2367080
ISO,1418242
ISP,23853346
ITO,14541494
IYK,2010012
JAC,7502440
JAN,22593578
JAX,63423702
JFK,221396202
JNU,8926700
KOA,26521326
KTN,4790328
LAN,9791286
LAS,370574398
LAW,4332960
LAX,468978728
LBB,18709962
LCH,2806394
LEX,18864424
LFT,10802310
LGA,255682754
LGB,25835274
LIH,28190318
LIT,34114036
LNK,5829436
LRD,5528536
LSE,3368074
LWB,389164
LWS,1454350
LYH,2060162
MAF,17183396
MBS,6224618
MCI,112171508
MCN,2188546
MCO,238533460
MDT,15781202
MDW,202285040
MEI,1957856
MEM,94984100
MFE,9719070
MFR,12471302
MGM,6575668
MHT,42647560
MIA,132702918
MKE,46888244
MLB,4537572
MLI,12655854
MLU,4591734
MOB,11157372
MOD,4716106
MOT,2186540
MQT,1971898
MRY,16425128
MSN,25967670
MSO,8138342
MSP,253754988
MSY,59977394
MTJ,5432248
MYR,14218528
OAJ,124372
OAK,150036764
OGG,47989538
OKC,44138018
OMA,46270396
OME,2192558
ONT,72839866
ORD,749714416
ORF,40444972
OTZ,2180522
OXR,3225648
PBI,56779830
PDX,115860542
PFN,5169462
PHF,12266690
PHL,217275878
PHX,431462516
PIA,9355984
PIH,3654932
PIT,95194730
PNS,20531410
PSC,4671974
PSE,1159468
PSG,1456356
PSP,26386924
PVD,53315468
PWM,15147306
RAP,9905628
RDD,4100264
RDM,7450284
RDU,116382102
RFD,1155456
RIC,38469062
RNO,53249270
ROA,8393104
ROC,35347726
RST,5171468
RSW,53020586
SAN,186509856
SAT,85969136
SAV,26575488
SBA,29297630
SBN,2752232
SBP,13901580
SCC,1125366
SCE,2020042
SDF,38444990
SEA,215727246
SFO,264479064
SGF,18601638
SGU,6914682
SHV,14437182
SIT,2659956
SJC,122688966
SJT,3582716
SJU,50517098
SLC,285012480
SMF,107993010
SMX,3522536
SNA,103714212
SOP,248744
SPI,3510500
SPS,4854520
SRQ,15030958
STL,129039962
STT,5955814
STX,780334
SUN,6138360
SWF,2244714
SYR,24786136
TEX,547638
TLH,6371056
TOL,7203546
TPA,152347676
TRI,2860556
TTN,102306
TUL,43526188
TUP,1502494
TUS,50216198
TVC,7614776
TWF,4184516
TXK,2194564
TYR,3484422
TYS,19967724
VLD,2298876
VPS,12912622
WRG,1456356
WYS,529584
XNA,22926574
YAK,1456356
YUM,6718094
