ABE,9652456
ABI,5341280
ABQ,82621168
ABY,2198760
ACK,917656
ACT,4001944
ACV,7457712
ACY,232928
ADK,204816
ADQ,1417648
AEX,4678640
AGS,4825224
AKN,232928
ALB,27055792
ALO,648584
AMA,15051968
ANC,38808616
ASE,10656456
ATL,832342104
ATW,11792984
AUS,99642984
AVL,8833192
AVP,4791088
AZO,7879392
BDL,59133592
BET,2078280
BFL,9040016
BGM,1461824
BGR,5781032
BHM,47547432
BIL,9046040
BIS,4604344
BJI,148592
BLI,240960
BMI,9640408
BNA,115538312
BOI,34184192
BOS,236773320
BPT,554208
BQK,1857400
BQN,3050152
BRO,2939712
BRW,1461824
BTM,1421664
BTR,17953528
BTV,14066040
BUF,52772248
BUR,63061240
BWI,208980592
BZN,9355272
CAE,21184400
CAK,18059952
CDC,1341344
CDV,1455800
CEC,2134504
CHA,9178568
CHO,1652584
CHS,28475448
CIC,2795136
CID,18829016
CLD,4624424
CLE,132116360
CLL,2744936
CLT,253098360
CMH,68587256
CMI,5570192
CMX,638544
COD,2385504
COS,32531608
CPR,5439672
CRP,10582160
CRW,6855312
CSG,2973848
CVG,183260120
CWA,5146504
DAB,5937656
DAL,108287424
DAY,31708328
DBQ,2708792
DCA,174017296
DEN,484817544
DFW,564812248
DHN,2805176
DLG,232928
DLH,4042104
DRO,7377392
DSM,33419144
DTW,325273912
EGE,6236848
EKO,3172640
ELM,2682688
ELP,41627848
ERI,2809192
EUG,11543992
EVV,11734752
EWN,1588328
EWR,278120048
EYW,2026072
FAI,9682576
FAR,8897448
FAT,28670224
FAY,4552136
FCA,5546096
FLG,3756968
FLL,134891416
FLO,1234920
FNT,17567992
FSD,11702624
FSM,5897496
FWA,12337152
GCC,2100368
GEG,31244480
GFK,2752968
GGG,1963824
GJT,10345216
GNV,4144512
GPT,17150328
GRB,15923440
GRK,7495864
GRR,33364928
GSO,27224464
GSP,23806848
GST,170680
GTF,4297120
GTR,1935712
GUC,1925672
HDN,4815184
HHH,1678688
HLN,3987888
HNL,113002208
HOU,112313464
HPN,21515720
HRL,8877368
HSV,21668328
HTS,317264
IAD,152670248
IAH,371825376
ICT,28212400
IDA,6230824
ILM,6821176
IND,85842000
INL,144576
IPL,1985912
ISP,20447464
ITH,265056
ITO,16166408
IYK,1923664
JAC,7562128
JAN,25318872
JAX,65631480
JFK,238558432
JNU,8855280
KOA,25521680
KTN,4779040
LAN,7415544
LAS,347135008
LAW,4756952
LAX,432940864
LBB,16563992
LCH,2008000
LEX,20770752
LFT,9797032
LGA,239223080
LGB,31009544
LIH,26473472
LIT,30860952
LMT,1026088
LNK,6098296
LRD,4246920
LSE,4026040
LWB,371480
LWS,1309216
LYH,1255000
MAF,13732712
MBS,5859344
MCI,119214960
MCN,1309216
MCO,262790976
MDT,15248752
MDW,175938952
MEI,1353392
MEM,162579728
MFE,8264928
MFR,11349216
MGM,7732808
MHT,37324704
MIA,125618472
MKE,85741600
MKG,795168
MLB,4020016
MLI,17202536
MLU,5080240
MOB,12746784
MOD,4668600
MOT,2178680
MQT,1989928
MRY,15274856
MSN,28033688
MSO,6538048
MSP,261620312
MSY,79159376
MTJ,4857352
MYR,10712680
OAJ,2377472
OAK,125570280
OGG,40039520
OKC,50505216
OMA,54230056
OME,2188720
ONT,70424576
ORD,703563040
ORF,33047664
OTH,1034120
OTZ,2180688
OXR,2594336
PBI,55866576
PDX,116182880
PFN,7781000
PHF,12863248
PHL,201801992
PHX,400411264
PIA,11206648
PIH,3331272
PIR,10040
PIT,83934400
PLN,530112
PMD,1461824
PNS,19069976
PSC,5102328
PSE,1516040
PSG,1459816
PSP,24053832
PUB,4016
PVD,45198072
PWM,13849176
RAP,8355288
RDD,3377456
RDM,6895472
RDU,120839432
RFD,582320
RHI,443768
RIC,40113816
RKS,1915632
RNO,48766288
ROA,7469760
ROC,28642112
ROW,1929688
RST,6732824
RSW,54489088
SAN,188300200
SAT,90902160
SAV,27658192
SBA,25236544
SBN,10680552
SBP,11738768
SCC,1459816
SCE,1295160
SDF,45095664
SEA,219010552
SFO,282298696
SGF,20254696
SGU,6664552
SHV,16222632
SIT,2674656
SJC,114729088
SJT,2642528
SJU,43525408
SLC,279288704
SLE,975888
SMF,106536448
SMX,3375448
SNA,95131008
SPI,2459800
SPS,3682672
SRQ,12915456
STL,125967864
STT,5967776
STX,875488
SUN,5764968
SUX,244976
SWF,8531992
SYR,24160256
TEX,389552
TLH,11871296
TOL,2967824
TPA,156983432
TRI,4250936
TUL,47105672
TUP,20080
TUS,53535288
TVC,8558096
TWF,3640504
TXK,2510000
TYR,3182680
TYS,28120032
VLD,1883504
VPS,13694560
WRG,1459816
WYS,530112
XNA,28336896
YAK,1455800
YKM,682720
YUM,7772968
