ABE,8154213
ABI,5065587
ABQ,73526124
ABY,2902347
ACK,386579
ACT,5480208
ACV,8066081
ACY,264396
ADK,148222
ADQ,1454178
AEX,6531783
AGS,8654963
AKN,695041
ALB,34247294
AMA,16761104
ANC,42089039
ATL,738592229
ATW,2177261
AUS,82153045
AVL,7371040
AVP,1732595
AZO,6413606
BDL,67234701
BET,2353525
BFF,2003
BFL,5524274
BGM,2371552
BGR,8166231
BHM,38523699
BIL,8691017
BIS,3697538
BMI,3913862
BNA,111336755
BOI,30121114
BOS,231266380
BPT,3206803
BQK,2850269
BQN,588882
BRO,3477208
BRW,1450172
BTM,2758131
BTR,15010482
BTV,14397564
BUF,43589286
BUR,52803086
BWI,198807765
BZN,8098129
CAE,19012476
CAK,8919359
CDC,2143210
CDV,1454178
CEC,2409609
CHA,7683508
CHO,5305947
CHS,19829700
CIC,2187276
CID,10940386
CLD,4284417
CLE,180458282
CLL,6519765
CLT,207144251
CMH,70818068
CMI,3901844
COD,1680517
COS,23939856
CPR,4248363
CRP,15749589
CRW,11118653
CSG,4400591
CVG,185467785
CYS,2003
DAB,6035039
DAL,90922179
DAY,25876757
DBQ,2151222
DCA,158477360
DEN,284073472
DFW,666155737
DHN,3641454
DLG,566849
DLH,2417621
DRO,3102647
DSM,18689993
DTW,280107532
DUT,1380067
EFD,3148716
EGE,2189279
EKO,6023021
ELP,40408522
ERI,122183
EUG,7909847
EVV,8580852
EWR,301275236
EYW,1620427
FAI,10856260
FAR,8452660
FAT,27330935
FAY,3545310
FCA,3735595
FLL,121137434
FLO,2115168
FMN,4006
FNT,6501738
FSD,6619915
FSM,4420621
FWA,12212291
GEG,29021467
GFK,1798694
GGG,2581867
GJT,7773643
GNV,4869293
GPT,11511241
GRB,9428121
GRR,25640403
GSO,28356471
GSP,23975910
GST,182273
GTF,5368040
GTR,3975955
GUC,458687
HDN,1287929
HLN,2605903
HNL,31366980
HOU,114922125
HPN,16570819
HRL,11439133
HSV,13616394
HTS,2193285
IAD,207082158
IAH,370919546
ICT,20210270
IDA,6643951
ILE,9029524
ILM,6684011
IND,83358851
IPL,1490232
ISP,21602355
ITO,715071
IYK,2151222
JAC,8324468
JAN,20264351
JAX,52174144
JFK,149235518
JNU,9021512
KOA,4779158
KTN,4965437
LAN,9704535
LAS,286787537
LAW,4270396
LAX,448613913
LBB,19855739
LCH,3096638
LEX,13636424
LFT,7943898
LGA,213782193
LGB,21151680
LIH,5019518
LIT,32444594
LNK,3497238
LNY,122183
LRD,4606900
LSE,3306953
LWB,386579
LYH,2193285
MAF,16530759
MBS,7889817
MCI,119244599
MCN,3511259
MCO,186621513
MDT,16895305
MDW,171919493
MEI,3160734
MEM,100224111
MFE,6135189
MFR,8512750
MGM,7300935
MHT,38549738
MIA,123569076
MKE,41954838
MKK,122183
MLB,4715062
MLI,5452166
MLU,7028527
MOB,9912847
MOD,2770149
MOT,2211312
MQT,622933
MRY,14896311
MSN,15188749
MSO,6545804
MSP,290106508
MSY,104825002
MTJ,4382564
MYR,11146695
OAK,134759837
OGD,2003
OGG,12566822
OKC,47759532
OMA,40771065
OME,2151222
ONT,71024377
ORD,734510115
ORF,44797095
OTZ,2147216
OXR,3505250
PBI,50405495
PDX,111066350
PFN,6493726
PHF,8803185
PHL,217810226
PHX,340299685
PIA,7527274
PIE,4939398
PIH,3617418
PIT,130375270
PNS,13650445
PSC,6357522
PSG,1454178
PSP,24775107
PVD,55973835
PWM,19595349
RAP,8198279
RDD,4492729
RDM,5183764
RDU,102836023
RIC,31469133
RNO,55264773
ROA,9706538
ROC,31226770
RST,3825730
RSW,38018943
SAN,165648100
SAT,78283249
SAV,17726550
SBA,22049024
SBN,6063081
SBP,11208788
SCC,809212
SCE,2914365
SDF,41662400
SEA,209523815
SFO,245035002
SGF,8444648
SGU,6223321
SHV,16396558
SIT,2595888
SJC,125956652
SJT,4765137
SJU,48510657
SLC,251466635
SMF,93634241
SMX,4268393
SNA,93433941
SPS,4124177
SRQ,8424618
STL,202110712
STT,6241348
STX,1261890
SUN,6411603
SUX,2003
SWF,3619421
SYR,25608355
TLH,7479202
TOL,8871287
TPA,133542013
TRI,5968940
TUL,43765550
TUS,36676933
TVC,4428633
TWF,4074102
TXK,3597388
TYR,6059075
TYS,21343968
VCT,1794688
VIS,1740607
VLD,2966443
VPS,10840236
WRG,1454178
WYS,666999
XNA,20831200
YAK,1454178
YUM,2706053
